0 3 1
0 4 1
0 6 1
0 8 1
0 10 1
0 12 1
0 17 1
0 19 1
0 21 1
0 22 1
0 25 1
0 28 1
0 32 1
0 36 1
0 38 1
0 40 1
0 42 1
0 44 1
0 46 1
0 47 1
0 50 1
0 62 1
0 71 1
0 72 1
0 73 1
0 75 1
0 78 1
0 79 1
0 84 1
0 86 1
0 89 1
0 90 1
0 100 1
0 102 1
0 103 1
0 105 1
0 114 1
0 115 1
0 118 1
0 121 1
0 123 1
0 126 1
0 132 1
0 134 1
0 137 1
0 140 1
0 144 1
0 145 1
0 147 1
0 150 1
0 170 1
0 171 1
0 174 1
0 179 1
0 193 1
0 194 1
0 195 1
1 2 1
1 5 1
1 7 1
1 11 1
1 13 1
1 14 1
1 15 1
1 23 1
1 27 1
1 28 1
1 35 1
1 39 1
1 41 1
1 45 1
1 49 1
1 52 1
1 53 1
1 56 1
1 58 1
1 60 1
1 61 1
1 64 1
1 65 1
1 70 1
1 76 1
1 77 1
1 83 1
1 87 1
1 91 1
1 92 1
1 95 1
1 98 1
1 99 1
1 108 1
1 111 1
1 120 1
1 122 1
1 125 1
1 129 1
1 130 1
1 135 1
1 139 1
1 142 1
1 146 1
1 148 1
1 149 1
1 151 1
1 153 1
1 155 1
1 156 1
1 157 1
1 161 1
1 163 1
1 168 1
1 172 1
1 175 1
1 176 1
1 177 1
1 180 1
1 181 1
1 183 1
1 185 1
1 186 1
1 187 1
1 188 1
1 192 1
1 197 1
2 5 1
2 7 1
2 9 1
2 10 1
2 11 1
2 12 1
2 13 1
2 14 1
2 15 1
2 16 1
2 21 1
2 22 1
2 23 1
2 24 1
2 27 1
2 28 1
2 29 1
2 31 1
2 35 1
2 39 1
2 41 1
2 42 1
2 44 1
2 45 1
2 48 1
2 49 1
2 52 1
2 53 1
2 55 1
2 57 1
2 58 1
2 59 1
2 60 1
2 61 1
2 63 1
2 64 1
2 65 1
2 70 1
2 72 1
2 76 1
2 77 1
2 83 1
2 85 1
2 87 1
2 91 1
2 92 1
2 93 1
2 95 1
2 98 1
2 99 1
2 101 1
2 106 1
2 111 1
2 117 1
2 120 1
2 122 1
2 124 1
2 125 1
2 127 1
2 129 1
2 130 1
2 131 1
2 135 1
2 139 1
2 141 1
2 142 1
2 146 1
2 148 1
2 149 1
2 151 1
2 152 1
2 153 1
2 154 1
2 155 1
2 156 1
2 157 1
2 161 1
2 163 1
2 168 1
2 169 1
2 173 1
2 175 1
2 176 1
2 178 1
2 180 1
2 181 1
2 183 1
2 185 1
2 186 1
2 187 1
2 188 1
2 192 1
2 197 1
3 4 1
3 6 1
3 8 1
3 10 1
3 12 1
3 15 1
3 17 1
3 19 1
3 21 1
3 25 1
3 28 1
3 32 1
3 38 1
3 40 1
3 41 1
3 44 1
3 46 1
3 47 1
3 50 1
3 62 1
3 71 1
3 72 1
3 73 1
3 75 1
3 78 1
3 79 1
3 84 1
3 86 1
3 89 1
3 90 1
3 100 1
3 102 1
3 103 1
3 105 1
3 115 1
3 118 1
3 123 1
3 126 1
3 134 1
3 137 1
3 140 1
3 144 1
3 145 1
3 147 1
3 150 1
3 151 1
3 170 1
3 171 1
3 174 1
3 179 1
3 193 1
3 194 1
3 195 1
4 8 1
4 10 1
4 12 1
4 17 1
4 21 1
4 25 1
4 32 1
4 38 1
4 40 1
4 44 1
4 46 1
4 47 1
4 50 1
4 71 1
4 72 1
4 75 1
4 78 1
4 79 1
4 84 1
4 86 1
4 89 1
4 90 1
4 100 1
4 102 1
4 103 1
4 115 1
4 118 1
4 123 1
4 126 1
4 137 1
4 140 1
4 144 1
4 145 1
4 147 1
4 150 1
4 152 1
4 171 1
4 174 1
4 179 1
4 193 1
4 194 1
5 7 1
5 9 1
5 11 1
5 13 1
5 15 1
5 16 1
5 18 1
5 23 1
5 24 1
5 26 1
5 27 1
5 28 1
5 29 1
5 31 1
5 35 1
5 39 1
5 40 1
5 41 1
5 43 1
5 44 1
5 48 1
5 49 1
5 51 1
5 52 1
5 53 1
5 55 1
5 57 1
5 58 1
5 59 1
5 60 1
5 61 1
5 63 1
5 64 1
5 65 1
5 66 1
5 68 1
5 70 1
5 71 1
5 75 1
5 76 1
5 77 1
5 79 1
5 81 1
5 82 1
5 83 1
5 85 1
5 88 1
5 91 1
5 92 1
5 93 1
5 95 1
5 98 1
5 99 1
5 101 1
5 106 1
5 110 1
5 111 1
5 115 1
5 117 1
5 120 1
5 122 1
5 123 1
5 124 1
5 125 1
5 129 1
5 130 1
5 131 1
5 134 1
5 135 1
5 136 1
5 139 1
5 141 1
5 142 1
5 146 1
5 148 1
5 149 1
5 151 1
5 152 1
5 153 1
5 154 1
5 155 1
5 156 1
5 157 1
5 159 1
5 161 1
5 162 1
5 163 1
5 167 1
5 168 1
5 169 1
5 172 1
5 173 1
5 174 1
5 175 1
5 177 1
5 178 1
5 180 1
5 181 1
5 183 1
5 185 1
5 186 1
5 188 1
5 190 1
5 192 1
5 197 1
6 20 1
6 26 1
6 30 1
6 33 1
6 34 1
6 35 1
6 36 1
6 47 1
6 51 1
6 52 1
6 58 1
6 62 1
6 66 1
6 69 1
6 73 1
6 80 1
6 82 1
6 84 1
6 85 1
6 86 1
6 89 1
6 96 1
6 103 1
6 105 1
6 108 1
6 113 1
6 114 1
6 116 1
6 118 1
6 119 1
6 121 1
6 126 1
6 128 1
6 132 1
6 134 1
6 138 1
6 143 1
6 147 1
6 148 1
6 154 1
6 158 1
6 160 1
6 162 1
6 167 1
6 170 1
6 178 1
6 184 1
6 189 1
6 190 1
6 195 1
7 8 1
7 11 1
7 13 1
7 15 1
7 22 1
7 23 1
7 27 1
7 28 1
7 29 1
7 31 1
7 35 1
7 39 1
7 41 1
7 42 1
7 46 1
7 48 1
7 49 1
7 52 1
7 53 1
7 55 1
7 57 1
7 58 1
7 60 1
7 61 1
7 62 1
7 63 1
7 64 1
7 65 1
7 70 1
7 76 1
7 77 1
7 79 1
7 83 1
7 85 1
7 87 1
7 91 1
7 92 1
7 93 1
7 94 1
7 95 1
7 98 1
7 99 1
7 101 1
7 111 1
7 117 1
7 120 1
7 122 1
7 124 1
7 125 1
7 129 1
7 130 1
7 135 1
7 136 1
7 139 1
7 142 1
7 146 1
7 148 1
7 149 1
7 151 1
7 153 1
7 154 1
7 155 1
7 156 1
7 157 1
7 161 1
7 163 1
7 167 1
7 168 1
7 172 1
7 173 1
7 175 1
7 176 1
7 177 1
7 178 1
7 180 1
7 181 1
7 183 1
7 185 1
7 186 1
7 188 1
7 191 1
7 192 1
7 196 1
7 197 1
7 199 1
8 10 1
8 12 1
8 17 1
8 21 1
8 22 1
8 23 1
8 25 1
8 32 1
8 38 1
8 40 1
8 44 1
8 46 1
8 47 1
8 50 1
8 71 1
8 72 1
8 75 1
8 78 1
8 79 1
8 84 1
8 86 1
8 89 1
8 90 1
8 99 1
8 100 1
8 102 1
8 103 1
8 115 1
8 118 1
8 123 1
8 126 1
8 137 1
8 138 1
8 140 1
8 144 1
8 145 1
8 147 1
8 150 1
8 170 1
8 171 1
8 174 1
8 179 1
8 193 1
8 194 1
8 195 1
9 11 1
9 13 1
9 14 1
9 16 1
9 18 1
9 22 1
9 23 1
9 35 1
9 40 1
9 44 1
9 45 1
9 48 1
9 52 1
9 53 1
9 55 1
9 56 1
9 57 1
9 58 1
9 61 1
9 63 1
9 68 1
9 70 1
9 77 1
9 83 1
9 85 1
9 88 1
9 93 1
9 98 1
9 99 1
9 101 1
9 106 1
9 111 1
9 117 1
9 122 1
9 124 1
9 125 1
9 127 1
9 129 1
9 130 1
9 135 1
9 139 1
9 141 1
9 142 1
9 146 1
9 148 1
9 152 1
9 153 1
9 154 1
9 155 1
9 156 1
9 157 1
9 161 1
9 163 1
9 168 1
9 169 1
9 172 1
9 173 1
9 175 1
9 176 1
9 178 1
9 180 1
9 185 1
9 187 1
10 12 1
10 16 1
10 17 1
10 21 1
10 22 1
10 25 1
10 32 1
10 38 1
10 40 1
10 44 1
10 46 1
10 47 1
10 50 1
10 71 1
10 72 1
10 75 1
10 78 1
10 79 1
10 84 1
10 86 1
10 88 1
10 89 1
10 90 1
10 93 1
10 100 1
10 102 1
10 103 1
10 115 1
10 118 1
10 123 1
10 126 1
10 127 1
10 137 1
10 140 1
10 144 1
10 145 1
10 147 1
10 150 1
10 152 1
10 169 1
10 171 1
10 173 1
10 174 1
10 179 1
10 193 1
10 194 1
11 13 1
11 14 1
11 15 1
11 22 1
11 23 1
11 27 1
11 28 1
11 29 1
11 31 1
11 35 1
11 39 1
11 41 1
11 42 1
11 45 1
11 48 1
11 49 1
11 52 1
11 53 1
11 55 1
11 56 1
11 57 1
11 58 1
11 59 1
11 60 1
11 61 1
11 62 1
11 63 1
11 64 1
11 65 1
11 70 1
11 76 1
11 77 1
11 79 1
11 81 1
11 83 1
11 85 1
11 87 1
11 88 1
11 91 1
11 92 1
11 93 1
11 95 1
11 98 1
11 99 1
11 101 1
11 105 1
11 111 1
11 117 1
11 120 1
11 122 1
11 124 1
11 125 1
11 127 1
11 129 1
11 130 1
11 131 1
11 135 1
11 139 1
11 141 1
11 142 1
11 146 1
11 148 1
11 149 1
11 151 1
11 152 1
11 153 1
11 154 1
11 155 1
11 156 1
11 157 1
11 161 1
11 163 1
11 165 1
11 167 1
11 168 1
11 169 1
11 172 1
11 173 1
11 175 1
11 176 1
11 177 1
11 178 1
11 180 1
11 181 1
11 183 1
11 185 1
11 186 1
11 187 1
11 188 1
11 192 1
11 196 1
11 197 1
11 199 1
12 17 1
12 21 1
12 22 1
12 23 1
12 25 1
12 32 1
12 38 1
12 40 1
12 44 1
12 46 1
12 47 1
12 50 1
12 71 1
12 72 1
12 75 1
12 78 1
12 79 1
12 84 1
12 86 1
12 87 1
12 89 1
12 90 1
12 99 1
12 100 1
12 102 1
12 103 1
12 115 1
12 118 1
12 123 1
12 126 1
12 127 1
12 137 1
12 140 1
12 144 1
12 145 1
12 147 1
12 150 1
12 152 1
12 171 1
12 173 1
12 174 1
12 179 1
12 193 1
12 194 1
13 14 1
13 15 1
13 16 1
13 20 1
13 23 1
13 27 1
13 28 1
13 29 1
13 39 1
13 41 1
13 45 1
13 48 1
13 49 1
13 53 1
13 55 1
13 56 1
13 57 1
13 58 1
13 60 1
13 61 1
13 63 1
13 64 1
13 65 1
13 68 1
13 70 1
13 76 1
13 77 1
13 83 1
13 85 1
13 88 1
13 91 1
13 92 1
13 93 1
13 95 1
13 98 1
13 99 1
13 101 1
13 106 1
13 111 1
13 116 1
13 120 1
13 122 1
13 124 1
13 125 1
13 130 1
13 131 1
13 139 1
13 142 1
13 146 1
13 149 1
13 151 1
13 152 1
13 153 1
13 154 1
13 155 1
13 156 1
13 163 1
13 168 1
13 173 1
13 175 1
13 176 1
13 177 1
13 180 1
13 181 1
13 183 1
13 185 1
13 186 1
13 187 1
13 188 1
13 191 1
13 192 1
13 197 1
14 15 1
14 16 1
14 18 1
14 19 1
14 22 1
14 23 1
14 24 1
14 27 1
14 28 1
14 29 1
14 31 1
14 37 1
14 39 1
14 40 1
14 41 1
14 43 1
14 44 1
14 45 1
14 49 1
14 54 1
14 55 1
14 56 1
14 57 1
14 59 1
14 60 1
14 63 1
14 64 1
14 65 1
14 67 1
14 68 1
14 70 1
14 71 1
14 74 1
14 75 1
14 77 1
14 81 1
14 83 1
14 88 1
14 91 1
14 92 1
14 93 1
14 94 1
14 98 1
14 99 1
14 101 1
14 106 1
14 107 1
14 110 1
14 111 1
14 117 1
14 120 1
14 122 1
14 123 1
14 124 1
14 125 1
14 127 1
14 130 1
14 131 1
14 135 1
14 139 1
14 141 1
14 142 1
14 149 1
14 151 1
14 152 1
14 153 1
14 155 1
14 157 1
14 159 1
14 161 1
14 162 1
14 165 1
14 166 1
14 168 1
14 169 1
14 172 1
14 173 1
14 175 1
14 176 1
14 177 1
14 178 1
14 180 1
14 181 1
14 183 1
14 185 1
14 186 1
14 187 1
14 188 1
14 190 1
14 191 1
14 192 1
14 197 1
14 198 1
14 199 1
15 16 1
15 17 1
15 23 1
15 27 1
15 28 1
15 32 1
15 35 1
15 39 1
15 41 1
15 42 1
15 45 1
15 49 1
15 52 1
15 53 1
15 55 1
